pdf_url,year,journal,Answer,id,page,footnote,references1,references2,appendix,equations,tables,figures
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296686_wo_cover_page-5.pdf',1971,Review of Economic Studies,e1,2296686,5,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296686_wo_cover_page-6.pdf',1971,Review of Economic Studies,e1,2296686,6,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296686_wo_cover_page-7.pdf',1971,Review of Economic Studies,e1,2296686,7,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296686_wo_cover_page-8.pdf',1971,Review of Economic Studies,e,2296686,8,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296686_wo_cover_page-9.pdf',1971,Review of Economic Studies,e,2296686,9,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296686_wo_cover_page-10.pdf',1971,Review of Economic Studies,e1,2296686,10,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296686_wo_cover_page-11.pdf',1971,Review of Economic Studies,e,2296686,11,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296686_wo_cover_page-12.pdf',1971,Review of Economic Studies,er,2296686,12,0,0,1,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296686_wo_cover_page-13.pdf',1971,Review of Economic Studies,r,2296686,13,0,0,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-0.pdf',1971,Review of Economic Studies,1,2296387,0,1,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-1.pdf',1971,Review of Economic Studies,1e,2296387,1,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-2.pdf',1971,Review of Economic Studies,1e,2296387,2,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-3.pdf',1971,Review of Economic Studies,1e,2296387,3,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-4.pdf',1971,Review of Economic Studies,et,2296387,4,0,0,0,0,1,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-5.pdf',1971,Review of Economic Studies,t,2296387,5,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-6.pdf',1971,Review of Economic Studies,0,2296387,6,0,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-7.pdf',1971,Review of Economic Studies,t,2296387,7,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-8.pdf',1971,Review of Economic Studies,0,2296387,8,0,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-9.pdf',1971,Review of Economic Studies,t,2296387,9,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-10.pdf',1971,Review of Economic Studies,t,2296387,10,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-11.pdf',1971,Review of Economic Studies,at,2296387,11,0,0,0,1,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-12.pdf',1971,Review of Economic Studies,t,2296387,12,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-13.pdf',1971,Review of Economic Studies,t,2296387,13,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-0.pdf',1971,Review of Economic Studies,1,2296687,0,1,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-1.pdf',1971,Review of Economic Studies,e,2296687,1,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-2.pdf',1971,Review of Economic Studies,1e,2296687,2,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-3.pdf',1971,Review of Economic Studies,1e,2296687,3,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-4.pdf',1971,Review of Economic Studies,e1,2296687,4,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-5.pdf',1971,Review of Economic Studies,e1,2296687,5,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-6.pdf',1971,Review of Economic Studies,1,2296687,6,1,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-7.pdf',1971,Review of Economic Studies,1e,2296687,7,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-8.pdf',1971,Review of Economic Studies,t,2296687,8,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-9.pdf',1971,Review of Economic Studies,t,2296687,9,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-10.pdf',1971,Review of Economic Studies,t,2296687,10,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-11.pdf',1971,Review of Economic Studies,1,2296687,11,1,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-12.pdf',1971,Review of Economic Studies,e1,2296687,12,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-13.pdf',1971,Review of Economic Studies,1e,2296687,13,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-14.pdf',1971,Review of Economic Studies,t,2296687,14,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-15.pdf',1971,Review of Economic Studies,t,2296687,15,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-16.pdf',1971,Review of Economic Studies,0,2296687,16,0,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-17.pdf',1971,Review of Economic Studies,r,2296687,17,0,0,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-18.pdf',1971,Review of Economic Studies,r,2296687,18,0,0,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-19.pdf',1971,Review of Economic Studies,r,2296687,19,0,0,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296688_wo_cover_page-0.pdf',1971,Review of Economic Studies,1,2296688,0,1,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296688_wo_cover_page-1.pdf',1971,Review of Economic Studies,e,2296688,1,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296688_wo_cover_page-2.pdf',1971,Review of Economic Studies,et,2296688,2,0,0,0,0,1,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296688_wo_cover_page-3.pdf',1971,Review of Economic Studies,t,2296688,3,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296688_wo_cover_page-4.pdf',1971,Review of Economic Studies,t,2296688,4,0,0,0,0,0,1,0
https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296688_wo_cover_page-5.pdf',1971,Review of Economic Studies,a,2296688,5,0,0,0,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296688_wo_cover_page-6.pdf',1971,Review of Economic Studies,e,2296688,6,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296688_wo_cover_page-7.pdf',1971,Review of Economic Studies,e,2296688,7,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296688_wo_cover_page-8.pdf',1971,Review of Economic Studies,1e,2296688,8,1,0,0,0,1,0,0
https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296688_wo_cover_page-9.pdf',1971,Review of Economic Studies,3,2296688,9,0,1,0,0,0,0,0
https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296688_wo_cover_page-10.pdf',1971,Review of Economic Studies,3,2296688,10,0,1,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-14.pdf',1971,Review of Economic Studies,t,2296387,14,0,0,0,0,0,1,0
https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-15.pdf',1971,Review of Economic Studies,t3,2296387,15,0,1,0,0,0,1,0
https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296387_wo_cover_page-16.pdf',1971,Review of Economic Studies,3,2296387,16,0,1,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296388_wo_cover_page-0.pdf',1971,Review of Economic Studies,1e,2296388,0,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296388_wo_cover_page-1.pdf',1971,Review of Economic Studies,e,2296388,1,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296388_wo_cover_page-2.pdf',1971,Review of Economic Studies,e,2296388,2,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296388_wo_cover_page-3.pdf',1971,Review of Economic Studies,e,2296388,3,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296388_wo_cover_page-4.pdf',1971,Review of Economic Studies,1e,2296388,4,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296388_wo_cover_page-5.pdf',1971,Review of Economic Studies,1e,2296388,5,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296388_wo_cover_page-6.pdf',1971,Review of Economic Studies,e,2296388,6,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296388_wo_cover_page-7.pdf',1971,Review of Economic Studies,1,2296388,7,1,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296388_wo_cover_page-8.pdf',1971,Review of Economic Studies,1e,2296388,8,1,0,0,0,1,0,0
https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296388_wo_cover_page-9.pdf',1971,Review of Economic Studies,3,2296388,9,0,1,0,0,0,0,0
https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296626_wo_cover_page-0.pdf',1971,Review of Economic Studies,31,2296626,0,1,1,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296391_wo_cover_page-0.pdf',1971,Review of Economic Studies,1e,2296391,0,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296391_wo_cover_page-1.pdf',1971,Review of Economic Studies,e,2296391,1,0,0,0,0,1,0,0
https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296391_wo_cover_page-2.pdf',1971,Review of Economic Studies,3e,2296391,2,0,1,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296631_wo_cover_page-0.pdf',1971,Review of Economic Studies,1f,2296631,0,1,0,0,0,0,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296691_wo_cover_page-0.pdf',1971,Review of Economic Studies,e1,2296691,0,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296691_wo_cover_page-1.pdf',1971,Review of Economic Studies,e,2296691,1,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296691_wo_cover_page-2.pdf',1971,Review of Economic Studies,e,2296691,2,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296691_wo_cover_page-3.pdf',1971,Review of Economic Studies,t,2296691,3,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296691_wo_cover_page-4.pdf',1971,Review of Economic Studies,0,2296691,4,0,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296691_wo_cover_page-5.pdf',1971,Review of Economic Studies,t,2296691,5,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296691_wo_cover_page-6.pdf',1971,Review of Economic Studies,t,2296691,6,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296691_wo_cover_page-7.pdf',1971,Review of Economic Studies,t,2296691,7,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296691_wo_cover_page-8.pdf',1971,Review of Economic Studies,t,2296691,8,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296691_wo_cover_page-9.pdf',1971,Review of Economic Studies,t,2296691,9,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296691_wo_cover_page-10.pdf',1971,Review of Economic Studies,t,2296691,10,0,0,0,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296691_wo_cover_page-11.pdf',1971,Review of Economic Studies,r,2296691,11,0,0,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296631_wo_cover_page-1.pdf',1971,Review of Economic Studies,ef,2296631,1,0,0,0,0,1,0,1
https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296631_wo_cover_page-2.pdf',1971,Review of Economic Studies,3,2296631,2,0,1,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-0.pdf',1971,Review of Economic Studies,1,2296778,0,1,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-1.pdf',1971,Review of Economic Studies,1e,2296778,1,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-2.pdf',1971,Review of Economic Studies,1e,2296778,2,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-3.pdf',1971,Review of Economic Studies,1e,2296778,3,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-4.pdf',1971,Review of Economic Studies,e,2296778,4,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-5.pdf',1971,Review of Economic Studies,e,2296778,5,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-6.pdf',1971,Review of Economic Studies,1e,2296778,6,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-7.pdf',1971,Review of Economic Studies,1e,2296778,7,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296381_wo_cover_page-0.pdf',1971,Review of Economic Studies,1,2296381,0,1,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296381_wo_cover_page-1.pdf',1971,Review of Economic Studies,e,2296381,1,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296381_wo_cover_page-2.pdf',1971,Review of Economic Studies,e1,2296381,2,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296381_wo_cover_page-3.pdf',1971,Review of Economic Studies,e,2296381,3,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296381_wo_cover_page-4.pdf',1971,Review of Economic Studies,e,2296381,4,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296381_wo_cover_page-5.pdf',1971,Review of Economic Studies,e,2296381,5,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296381_wo_cover_page-6.pdf',1971,Review of Economic Studies,e,2296381,6,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296381_wo_cover_page-7.pdf',1971,Review of Economic Studies,er,2296381,7,0,0,1,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-8.pdf',1971,Review of Economic Studies,1e,2296778,8,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-9.pdf',1971,Review of Economic Studies,1,2296778,9,1,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-10.pdf',1971,Review of Economic Studies,1e,2296778,10,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296689_wo_cover_page-0.pdf',1971,Review of Economic Studies,1,2296689,0,1,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296689_wo_cover_page-1.pdf',1971,Review of Economic Studies,0,2296689,1,0,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296689_wo_cover_page-2.pdf',1971,Review of Economic Studies,0,2296689,2,0,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296689_wo_cover_page-3.pdf',1971,Review of Economic Studies,e,2296689,3,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296689_wo_cover_page-4.pdf',1971,Review of Economic Studies,e,2296689,4,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-0.pdf',1971,Review of Economic Studies,1e,2296382,0,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-1.pdf',1971,Review of Economic Studies,e1,2296382,1,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-2.pdf',1971,Review of Economic Studies,1e,2296382,2,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-3.pdf',1971,Review of Economic Studies,e,2296382,3,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-4.pdf',1971,Review of Economic Studies,e,2296382,4,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-5.pdf',1971,Review of Economic Studies,e1,2296382,5,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-6.pdf',1971,Review of Economic Studies,e,2296382,6,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-7.pdf',1971,Review of Economic Studies,1e,2296382,7,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-8.pdf',1971,Review of Economic Studies,f1,2296382,8,1,0,0,0,0,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-9.pdf',1971,Review of Economic Studies,e,2296382,9,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-10.pdf',1971,Review of Economic Studies,e,2296382,10,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-11.pdf',1971,Review of Economic Studies,0,2296382,11,0,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-12.pdf',1971,Review of Economic Studies,re,2296382,12,0,0,1,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-13.pdf',1971,Review of Economic Studies,r,2296382,13,0,0,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296689_wo_cover_page-5.pdf',1971,Review of Economic Studies,e,2296689,5,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296689_wo_cover_page-6.pdf',1971,Review of Economic Studies,e1,2296689,6,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296689_wo_cover_page-7.pdf',1971,Review of Economic Studies,e,2296689,7,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296689_wo_cover_page-8.pdf',1971,Review of Economic Studies,er,2296689,8,0,0,1,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-11.pdf',1971,Review of Economic Studies,1e,2296778,11,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-12.pdf',1971,Review of Economic Studies,e,2296778,12,0,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-13.pdf',1971,Review of Economic Studies,e1,2296778,13,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-14.pdf',1971,Review of Economic Studies,e1,2296778,14,1,0,0,0,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-15.pdf',1971,Review of Economic Studies,1,2296778,15,1,0,0,0,0,0,0
